cname,ctitle,review
"Dexter Fletcher,Lee Hall","Director,Writer","There’s so much that works about ‘Rocketman’, so the fact it never fully commits to its musical fantasy conceit is a bit of a disappointment. It ends up aligning most with Julie Taymor’s curious 2007 Beatles musical ‘Across the Universe’ - a really great idea and approach to the work of a musical artist that never finds its feet or the bravery to fully be itself. It’s still a moving and occasionally stirring portrait of Elton John, and while the lack of emotional or narrative detail in the screenplay never allows Taron Egerton to fully unleash his potential, he’s still a terrific Elton John and... "
