budget,cast_members,crew_members,genres,language,overview,released_date,revenue,reviews,runtime,title
" $100,000,000.00","JamieFoxx,DjangoFreeman,ChristophWaltz,Dr.KingSchultz,LeonardoDiCaprio,CalvinJ.Candie,KerryWashington,BroomhildavonShaft,SamuelL.Jackson,Stephen","Quentin Tarantino,Director, Writer","Drama,Western", English,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","December11,2012,December25,2012"," $425,368,238.00","A review by LastCaress1972,America, mid-nineteenth century, just prior to the Civil War. Winter. Two horsebacked slave-traders are leading half-a-dozen manacled negro slaves through a large, unspecified section of Texas. As they move one night through a wood, they cross paths with an affable, charming German fellow identified by the hokey model tooth affixed atop his carriage by a spring as a travelling dentist. He greets the traders cordially but he's struggling to be understood; not because English is his second language (although he deferentially concedes as much when instructed - more than once - to ""Speak English!"")... ,A review by iamyenz,A highly entertaining yet disturbing film with superb cast and performances for an audience who would likely never consider watching a film fundamentally about slavery, where Tarantino is masterfully and emphatically navigating and exposing the complex layers of the violent and dehumanizing system of slavery.,A review by Shreyance Parakh,Given I am a big fan of , works i knew this movie would be a treat to watch.But what i didn't know was violence can be so ,... The movie is a treat to watch(including the blood and gore) from starting to end.The acting is superb.And the cinematography is just too good! The whole cast played their parts to perfection...Especially , and ,.., were superb too..And as Christopher said in the movie - ""It was hard to RESIST"".A must watch for everyone who likes QUALITY cinema..Eve... ,A review by Per Gunnar Jonsson,This is one of the best movies I have watched in a long time. It is a pure Tarantino blast. The somewhat unexpected and quite hilarious start of the movie catches your attention from the start and from then on it is 3 hours (almost) of pure enjoyment. ,The main actors are playing their roles very well. The Dr. King Schultz character (Christop Walz) is incredibly funny without being ridiculous, Jamie Foxx is excellent as Django and Leonardo DiCaprio is doing his role well as a plantation owner and slave trader. None of the rest of the crew stood out as particularly bad. Well with the possible e... ,A review by Wuchak,When Django is unchained (pronounced JANG-oh, not Duh-JANG-oh),Released in 2012 and directed & written by Quentin Tarantino, ""Django Unchained"" stars Christoph Waltz as an ex-dentist who befriends an ex-slave, Django (Jamie Foxx) in West Texas a couple of years before the Civil War; they team-up as bounty hunters once they realize how good they jell. The second half focuses on their attempt to infiltrate a Mississippi plantation owned by pompous Southerner ""Monsieur"" Candie (Leonardo DiCaprio) in order to rescue Django's wife (Kerry Washington). Samuel L. Jackson plays Candie's overly loyal... ", 2h 45m,Django Unchained
